600.0	3608
601.0	3371
602.0	3107
603.0	3574
604.0	3884
605.0	3794
606.0	3946
607.0	4204
608.0	4033
609.0	3857
610.0	3394
611.0	2490
612.0	2574
613.0	3372
614.0	3376
615.0	3608
616.0	3698
617.0	3135
618.0	2721
619.0	3029
620.0	3504
621.0	3697
622.0	3837
623.0	3137
624.0	2289
625.0	2304
626.0	2436
627.0	2488
628.0	2677
629.0	2941
630.0	3399
631.0	3612
632.0	3555
633.0	3599
634.0	3832
635.0	3741
636.0	3052
637.0	1795
638.0	1800
639.0	3038
640.0	3154
641.0	1759
642.0	869
643.0	921
644.0	1558
645.0	2455
646.0	3019
647.0	3220
648.0	3575
649.0	4304
650.0	4590
651.0	4624
652.0	4903
653.0	4787
654.0	3161
655.0	2693
656.0	3637
657.0	3845
658.0	3583
659.0	3429
660.0	3735
661.0	4109
662.0	3925
663.0	3700
664.0	3456
665.0	2629
666.0	1951
667.0	1415
668.0	1249
669.0	1067
670.0	1355
671.0	2559
672.0	3171
673.0	3650
674.0	4422
675.0	5055
676.0	5179
677.0	5025
678.0	4935
679.0	4664
680.0	4559
681.0	4390
682.0	3895
683.0	3154
684.0	1918
685.0	1582
686.0	3661
687.0	4563
688.0	3307
689.0	2656
690.0	2257
691.0	1621
692.0	1799
693.0	2464
694.0	2580
695.0	2515
696.0	2156
697.0	1473
698.0	816
699.0	838
700.0	1573
701.0	2031
702.0	2219
703.0	2647
704.0	2968
705.0	2832
706.0	2466
707.0	2356
708.0	2535
709.0	2582
710.0	2541
711.0	2672
712.0	1375
713.0	1201
714.0	1645
715.0	1620
716.0	2551
717.0	2270
718.0	2578
719.0	1758
720.0	1713
721.0	3219
722.0	2866
723.0	2470
724.0	2417
725.0	2450
726.0	2286
727.0	2018
728.0	2001
729.0	2137
730.0	2073
731.0	2037
732.0	2061
733.0	1975
734.0	1868
735.0	1954
736.0	2162
737.0	2088
738.0	1722
739.0	1722
740.0	2114
741.0	2104
742.0	1671
743.0	1705
744.0	2147
745.0	2330
746.0	2349
747.0	2359
748.0	2463
749.0	2565
750.0	2857
751.0	2995
752.0	2985
753.0	3483
754.0	3601
755.0	3787
756.0	4028
757.0	3810
758.0	3817
759.0	3872
760.0	4143
761.0	4354
762.0	4900
763.0	5099
764.0	4574
765.0	4340
766.0	4109
767.0	3960
768.0	4012
769.0	4040
770.0	4120
771.0	4577
772.0	5250
773.0	5303
774.0	5075
775.0	4843
776.0	4999
777.0	5303
778.0	5308
779.0	5362
780.0	4998
781.0	4846
782.0	5283
783.0	5519
784.0	5054
785.0	5066
786.0	5242
787.0	4380
788.0	3171
789.0	3600
790.0	4630
791.0	4802
792.0	5261
793.0	5386
794.0	5209
795.0	5377
796.0	5104
797.0	4952
