600	3608
601	3371
602	3107
603	3574
604	3884
605	3794
606	3946
607	4204
608	4033
609	3857
610	3394
611	2490
612	2574
613	3372
614	3376
615	3608
616	3698
617	3135
618	2721
619	3029
620	3504
621	3697
622	3837
623	3137
624	2289
625	2304
626	2436
627	2488
628	2677
629	2941
630	3399
631	3612
632	3555
633	3599
634	3832
635	3741
636	3052
637	1795
638	1800
639	3038
640	3154
641	1759
642	869
643	921
644	1558
645	2455
646	3019
647	3220
648	3575
649	4304
650	4590
651	4624
652	4903
653	4787
654	3161
655	2693
656	3637
657	3845
658	3583
659	3429
660	3735
661	4109
662	3925
663	3700
664	3456
665	2629
666	1951
667	1415
668	1249
669	1067
670	1355
671	2559
672	3171
673	3650
674	4422
675	5055
676	5179
677	5025
678	4935
679	4664
680	4559
681	4390
682	3895
683	3154
684	1918
685	1582
686	3661
687	4563
688	3307
689	2656
690	2257
691	1621
692	1799
693	2464
694	2580
695	2515
696	2156
697	1473
698	816
699	838
700	1573
701	2031
702	2219
703	2647
704	2968
705	2832
706	2466
707	2356
708	2535
709	2582
710	2541
711	2672
712	1375
713	1201
714	1645
715	1620
716	2551
717	2270
718	2578
719	1758
720	1713
721	3219
722	2866
723	2470
724	2417
725	2450
726	2286
727	2018
728	2001
729	2137
730	2073
731	2037
732	2061
733	1975
734	1868
735	1954
736	2162
737	2088
738	1722
739	1722
740	2114
741	2104
742	1671
743	1705
744	2147
745	2330
746	2349
747	2359
748	2463
749	2565
750	2857
751	2995
752	2985
753	3483
754	3601
755	3787
756	4028
757	3810
758	3817
759	3872
760	4143
761	4354
762	4900
763	5099
764	4574
765	4340
766	4109
767	3960
768	4012
769	4040
770	4120
771	4577
772	5250
773	5303
774	5075
775	4843
776	4999
777	5303
778	5308
779	5362
780	4998
781	4846
782	5283
783	5519
784	5054
785	5066
786	5242
787	4380
788	3171
789	3600
790	4630
791	4802
792	5261
793	5386
794	5209
795	5377
796	5104
797	4952
798	5363
799	5353
800	5347
801	5401
802	5479
803	5248
804	5059
805	4401
806	4392
807	5006
808	4932
809	5028
810	5215
811	5154
812	5212
813	5455
814	5417
815	5525
816	5496
817	5496
818	5549
819	5265
820	4135
821	3273
822	3361
823	3655
824	3913
825	3956
826	4011
827	4186
828	4287
829	4740
830	4770
831	4495
832	4929
833	4723
834	4286
835	4088
836	3553
837	3221
838	3145
839	3397
840	3668
841	3797
842	3990
843	4463
844	5180
845	5450
846	5287
847	5351
848	5163
849	3382
850	1916
851	1831
852	1786
853	1597
854	765
855	1567
856	3592
857	3649
858	1781
859	1273
860	2785
861	3783
862	4037
863	4022
864	4006
865	4154
866	4215
867	4057
868	4242
869	4242
870	4067
871	4048
872	3972
873	3711
874	3783
875	3839
876	3652
877	3822
878	3863
879	3841
880	3806
881	3667
882	3543
883	3024
884	2231
885	2238
886	3345
887	4165
888	4186
889	3571
890	3066
891	2993
892	2701
893	1950
894	1765
895	1883
896	1157
897	998
898	2425
899	3457
900	2213
901	2621
902	3888
903	3572
904	3545
905	3660
906	3785
907	3689
908	3260
909	2925
910	2950
911	3042
912	2983
913	2773
914	2583
915	2235
916	1712
917	1290
918	1108
919	1032
920	839
921	822
922	1173
923	1196
924	1045
925	1050
926	1056
927	893
928	1044
929	1285
930	1034
931	1045
932	1232
933	1287
934	1339
935	1350
936	1374
937	1450
938	1496
939	1565
940	1682
941	1839
942	2067
943	2260
944	2530
945	2677
946	2748
947	2748
948	2771
949	2804
950	2669
951	2845
952	3025
953	3079
954	3176
955	3092
956	2756
957	2284
958	2441
959	3164
960	3467
961	3171
962	3096
963	2697
964	1611
965	1091
966	1114
967	1407
968	1721
969	1397
970	628
971	712
972	1132
973	1307
974	1493
975	1517
976	1436
977	1149
978	1160
979	822
980	350
981	934
982	1330
983	1009
984	764
985	700
986	636
987	379
988	93
989	99
990	238
991	227
992	180
993	244
994	489
995	880
996	881
997	653
998	1834
999	3183
1000	2930
1001	3189
1002	3742
